BUSINESS_NAME,OFFICE_ADDRESS1,OFFICE_ADDRESS2,OFFICE_CITY,OFFICE_STATE,OFFICE_ZIPCODE,OFFICE_TELEPHONE,OFFICE_WEBSITE,ADVISOR_NAME,ADVISOR_EMAIL,ADVISOR_ID
"ROARK CAPITAL MANAGEMENT, LLC",1180 PEACHTREE STREET NE,SUITE 2500,ATLANTA,GA,30309-3521,4045915200,WWW.ROARKCAPITAL.COM,Miguel Enriquez,Miguel.Enriquez@ROARKCAPITAL.COM,160368
PRIVATE CAPITAL MANAGEMENT,8889 PELICAN BAY BLVD.,SUITE 500,NAPLES,FL,34108-7512,2392542500,WWW.PRIVATE-CAP.COM,Julio Lopez,Julio.Lopez@PRIVATE-CAP.COM,169172
"LEGEND ADVISORY, LLC",4600 EAST PARK DRIVE,SUITE 300,PALM BEACH GARDENS,FL,33410-4258,8667748671,WWW.LEGENDADVISORYCORP.COM,Raul Gonzalez,Raul.Gonzalez@LEGENDADVISORYCORP.COM,104761
"MV CAPITAL MANAGEMENT, INC.",4520 EAST WEST HIGHWAY,SUITE 400,BETHESDA,MD,20814-3353,3016566545,MVFINANCIAL.COM,Benjamin Raleigh,Benjamin.Raleigh@MVFINANCIAL.COM,139034
"CAPSTONE WEALTH MANAGEMENT GROUP, LLC",404 SW COLUMBIA ST.,SUITE 230,BEND,OR,97702-3453,5413300266,WWW.CAPSTONEWMG.COM,Cristoval Silva Jr,Cristoval.Silva Jr@CAPSTONEWMG.COM,128097
"4WEALTH ADVISORS, INC.",745 MCCLINTOCK DRIVE,SUITE 150,BURR RIDGE,IL,60527-6490,7086955300,WWW.4WEALTHFG.COM/,Jessie Cantu,Jessie.Cantu@4WEALTHFG.COM/,129727
"RETIREMENT PLAN ADVISORS, LLC",105 WEST ADAMS,SUITE 2175,CHICAGO,IL,60603-6275,3127011100,WWW.RETIREMENTPLANADVISORS.COM,Librado Perez,Librado.Perez@RETIREMENTPLANADVISORS.COM,122758
PERRITT CAPITAL MANAGEMENT INC,300 S. WACKER DR.,SUITE 2880,CHICAGO,IL,60606-6703,3126691650,WWW.WINDGATEWEALTHMANAGEMENT.COM,Eloy Rodriguez-Campos,Eloy.Rodriguez-Campos@WINDGATEWEALTHMANAGEMENT.COM,111623
GARDNER LEWIS ASSET MANAGEMENT LP,285 WILMINGTON WEST CHESTER PIKE,,CHADDS FORD,PA,19317-9039,6105582800,WWW.CHESAPEAKEFUNDS.COM,Robert James Mason Jr,Robert James.Mason Jr@CHESAPEAKEFUNDS.COM,105033
FIRST FOUNDATION ADVISORS,18101 VON KARMAN AVE,SUITE 700,IRVINE,CA,92612-1051,9494760300,WWW.FF-INC.COM/,Joe Cuellar,Joe.Cuellar@FF-INC.COM/,106075
BOGDANOVICH WEALTH MANAGEMENT PLLC,100 - 2ND AVE S,SUITE 310,EDMONDS,WA,98020-3512,2065224478,WWW.JBOGDANOVICH.COM,Jimmy Guillot,Jimmy.Guillot@JBOGDANOVICH.COM,116557
"HELM INVESTMENT MANAGEMENT, LLC",1600 BROADWAY,SUITE 1400,DENVER,CO,80202-4911,3038614835,WWW.HELMINVEST.COM,Antonio Alcaraz Jr,Antonio.Alcaraz Jr@HELMINVEST.COM,141773
"IFS ADVISORS, INC",6710 PROFESSIONAL PKWY WEST,SUITE 203,SARASOTA,FL,34240-8588,9419078888,WWW.INVESTMENTFINANCIAL.NET,Rafael Sanchez,Rafael.Sanchez@INVESTMENTFINANCIAL.NET,153975
BLUE POINT CAPITAL PARTNERS LLC,127 PUBLIC SQUARE,SUITE 5100,CLEVELAND,OH,44114-1312,2165354700,WWW.BLUEPOINTCAPITAL.COM,Juan Valverde,Juan.Valverde@BLUEPOINTCAPITAL.COM,157031
DIVERSIFIED FINANCIAL MANAGEMENT,80 WASHINGTON STREET,BUILDING E-13,NORWELL,MA,02061-1729,7817920440,WWW.DFMWEALTH.COM,Aaron Williams,Aaron.Williams@DFMWEALTH.COM,171813
BEACON FINANCIAL ADVISORS,800 WESTCHESTER AVENUE,SUITE 641 NORTH,RYE BROOK,NY,10573-1360,9148724040,WWW.BEACONFINADV.COM,Aurentha Easley,Aurentha.Easley@BEACONFINADV.COM,119672
WALLINGTON ASSET MANAGEMENT,8900 KEYSTONE CROSSING,SUITE 1015,INDIANAPOLIS,IN,46240-2134,3175758670,WWW.WALLINGTONASSET.COM/,Lucio Villanueva,Lucio.Villanueva@WALLINGTONASSET.COM/,143360
CAPITAL MANAGEMENT ADVISORS INC,TWO PARKWAY CENTER,"1800 PARKWAY PL SE, STE 850",MARIETTA,GA,30067-8289,7704224606,WWW.CCMCMA.COM,Lester Harvey,Lester.Harvey@CCMCMA.COM,110447
"XPYRIA INVESTMENT ADVISORS, INC.","THREE GATEWAY CENTER, SUITE 550",401 LIBERTY AVENUE,PITTSBURGH,PA,15222-1004,4122323310,WWW.XPYRIAINVEST.COM,Everette Williams,Everette.Williams@XPYRIAINVEST.COM,106438
BAXTER CAPITAL MANAGEMENT INC,9247 NORTH MERIDIAN STREET STE. 103,,INDIANAPOLIS,IN,46260-1824,3177060041,WWW.BAXTERCAPITALMANAGEMENT.COM,Joe Daniels,Joe.Daniels@BAXTERCAPITALMANAGEMENT.COM,105123
KABAREC FINANCIAL ADVISORS LTD,220 N. SMITH ST.,SUITE 220,PALATINE,IL,60067-2488,8479347777,WWW.KABAREC.COM,Nelson Cruz,Nelson.Cruz@KABAREC.COM,105689
"OGOREK WEALTH MANAGEMENT, LLC",SHERIDAN MEADOWS CORPORATE PARK NORTH,"6400 SHERIDAN DRIVE, SUITE 224",WILLIAMSVILLE,NY,14221-4842,7166265000,WWW.OGOREK.COM/,Margarito Saenz,Margarito.Saenz@OGOREK.COM/,105707
SIGNATURE FAMILY WEALTH ADVISORS,WORLD TRADE CENTER,"101 WEST MAIN STREET, SUITE 700",NORFOLK,VA,23510-1676,7576257670,WWW.SIGNATUREFAMILYWEALTH.COM,Hermilo Villanueva,Hermilo.Villanueva@SIGNATUREFAMILYWEALTH.COM,106375
"MATSON FINANCIAL ADVISORS, INC.",4 MOUNTAIN VIEW TERRACE,SUITE 104,DANBURY,CT,06810-4116,2037430131,WWW.MATSONFINANCIALADVISORS.COM,Javier Cruz,Javier.Cruz@MATSONFINANCIALADVISORS.COM,122480
"ALTAMONT WEALTH MANAGEMENT, INC.",486 SOUTH K STREET,,LIVERMORE,CA,94550-4515,9256068181,WWW.ALTAMONTWEALTH.COM,Jose Luis Vasquez,Jose Luis.Vasquez@ALTAMONTWEALTH.COM,136031
"COLUMN CAPITAL ADVISORS, LLC",3815 RIVER CROSSING PARKWAY,SUITE 340,INDIANAPOLIS,IN,46240-7808,3176636500,WWW.COLUMNCAPITAL.COM,Jose Ventura,Jose.Ventura@COLUMNCAPITAL.COM,135118
"WINGATE WEALTH ADVISORS, INC.",450 BEDFORD STREET,,LEXINGTON,MA,02420-1547,7818627100,WWW.WINGATEWEALTHADVISORS.COM,Robert Huber,Robert.Huber@WINGATEWEALTHADVISORS.COM,105012
NORTHEAST INVESTMENT MANAGEMENT INC,100 HIGH STREET,SUITE 1000,BOSTON,MA,02110-1757,6175233588,WWW.NORTHEASTINVEST.COM,Kevin Noel,Kevin.Noel@NORTHEASTINVEST.COM,105051
"ATLAS PRIVATE WEALTH MANAGEMENT, LLC","3 ATRIUM DRIVE, SUITE 265",,ALBANY,NY,12205-6400,8004327447,WWW.ATLASPWM.COM,Fernando Medellin Jr,Fernando.Medellin Jr@ATLASPWM.COM,145331
"RASKOB KAMBOURIAN FINANCIAL ADVISORS, LTD.",4100 N. FIRST AVENUE,,TUCSON,AZ,85719-1023,5206901999,WWW.RKFIN.COM,Arturo Rodriguez,Arturo.Rodriguez@RKFIN.COM,105047
"MID ATLANTIC FINANCIAL MANAGEMENT, INC.",1251 WATERFRONT PLACE,SUITE 510,PITTSBURGH,PA,15222-4235,4123917077,WWW.MACG.COM,Alejandro Perez,Alejandro.Perez@MACG.COM,109771
"ACUMEN FINANCIAL ADVISORS, LLC",8500 NORMANDALE LAKE BLVD.,SUITE 920,BLOOMINGTON,MN,55437-3813,9528975777,WWW.ACUMENFINANCIAL.COM,Allen Clark,Allen.Clark@ACUMENFINANCIAL.COM,152748
LAKESIDE ADVISORS INC,1115 EAST DENNY WAY,,SEATTLE,WA,98122-2427,2062851730,WWW.LAKESIDEADVISORS.COM,Jose Fidel Santos,Jose Fidel.Santos@LAKESIDEADVISORS.COM,104540
WESCOTT FINANCIAL ADVISORY GROUP LLC,30 SOUTH 17TH STREET,,PHILADELPHIA,PA,19103-4196,2159791600,WWW.WESCOTT.COM,Eliseo Vega,Eliseo.Vega@WESCOTT.COM,105989
"JOYN ADVISORS, INC.",1100 ABERNATHY ROAD,SUITE 500,ATLANTA,GA,30328-5646,7702955600,JOYNADVISORS.COM/,Oscar Torres,Oscar.Torres@JOYNADVISORS.COM/,106725
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.",111,PINE STREET,SAN FRANCISCO,CA,94111-5602,4153921400,WWW.FIRSTREPUBLIC.COM/PRIVATE-WEALTH-MANAGEMENT,Jesus Gonzales,Jesus.Gonzales@FIRSTREPUBLIC.COM/PRIVATE-WEALTH-MANAGEMENT,108559
MASON INVESTMENT ADVISORY SERVICES INC,11130 SUNRISE VALLEY DR,STE 200,RESTON,VA,20191-5321,7037166000,WWW.MASONCOMPANIES.COM,Carlos Salazar,Carlos.Salazar@MASONCOMPANIES.COM,111113
"KMH WEALTH MANAGEMENT, LLC",101 SOUTH MAIN ST. SUITE 300,,VICTORIA,TX,77901-8142,3615734383,WWW.KMHWEALTH.COM,Timothy Garcia,Timothy.Garcia@KMHWEALTH.COM,111610
"C-J ADVISORY, INC.",2060 THE ALAMEDA,,SAN JOSE,CA,95126-1135,4083452890,WWW.CJADVISORY.COM/,Jose Castro,Jose.Castro@CJADVISORY.COM/,133665
"LIFEGUIDE FINANCIAL ADVISORS, LLC",176 CUMBERLAND PARKWAY,SUITE 202,MECHANICSBURG,PA,17055-5682,7177961700,WWW.LIFEGUIDEFA.COM/,Rudy Barrera,Rudy.Barrera@LIFEGUIDEFA.COM/,284842
CONDOR CAPITAL WEALTH MANAGEMENT,1973 WASHINGTON VALLEY ROAD,,MARTINSVILLE,NJ,08836-2053,7323567323,WWW.CONDORCAPITAL.COM,Steven Whitmire,Steven.Whitmire@CONDORCAPITAL.COM,104920
LAIRD NORTON WEALTH MANAGEMENT,"801 SECOND AVENUE, SUITE 1600",,SEATTLE,WA,98104-1564,2064645100,LAIRDNORTONWM.COM,Gabriel Luciano,Gabriel.Luciano@LAIRDNORTONWM.COM,113400
"NORTHERN CAPITAL MANAGEMENT, INC.",2700 SOUTH SOUTHEAST BOULEVARD,SUITE 205,SPOKANE,WA,99223-4984,5094562526,NCM-INC.COM,Jose Cruz,Jose.Cruz@NCM-INC.COM,111379
LEGACY WEALTH MANAGEMENT INC,1715 AARON BRENNER DR.,SUITE 301,MEMPHIS,TN,38120-1443,9017589006,WWW.LEGACYWEALTH.COM,Lauro Padierna,Lauro.Padierna@LEGACYWEALTH.COM,108619
"SVA PLUMB WEALTH MANAGEMENT, LLC",1221 JOHN Q HAMMONS DRIVE,,MADISON,WI,53717-4966,6088248800,WWW.SVAPLUMB.COM,Jose Pinon,Jose.Pinon@SVAPLUMB.COM,159216
"SC&H FINANCIAL ADVISORS, INC.",910 RIDGEBROOK ROAD,,SPARKS,MD,21152-9390,4104031512,WWW.SCHGROUP.COM,Ernesto Alanis-Granados,Ernesto.Alanis-Granados@SCHGROUP.COM,120666
"LORING, WOLCOTT & COOLIDGE FIDUCIARY ADVISORS, LLP",230 CONGRESS STREET,,BOSTON,MA,02110-2437,6175236531,WWW.LWCOTRUST.COM,Mario De Leon,Mario.De Leon@LWCOTRUST.COM,107153
ACCREDITED INVESTORS WEALTH MANAGEMENT,5200 WEST 73RD STREET,,EDINA,MN,55439-2204,9528412222,WWW.ACCREDITED.COM,Augustine Carrillo,Augustine.Carrillo@ACCREDITED.COM,105439
FAIRPORT ASSET MANAGEMENT,1350 EUCLID AVENUE,SUITE 400,CLEVELAND,OH,44115-1833,2164313000,WWW.FAIRPORTASSET.COM,Henry Washington,Henry.Washington@FAIRPORTASSET.COM,145182
SHEETS SMITH WEALTH MANAGEMENT,120 CLUB OAKS COURT,SUITE 200,WINSTON SALEM,NC,27104-4680,3367652020,WWW.SHEETSSMITH.COM,James Koog,James.Koog@SHEETSSMITH.COM,105710
"POINT VIEW WEALTH MANAGEMENT, INC.",382 SPRINGFIELD AVENUE,SUITE 208,SUMMIT,NJ,07901-2707,9085981717,WWW.PTVIEW.COM,Mateo Castillo Jr,Mateo.Castillo Jr@PTVIEW.COM,106119
"CAMPBELL ROOKS WEALTH MANAGEMENT, L.L.C.",301 FOREST AVENUE,,CHATTANOOGA,TN,37405-3922,4232657931,WWW.CAMPBELLROOKS.COM,Ismael Arredondo Jr,Ismael.Arredondo Jr@CAMPBELLROOKS.COM,125052
"INNOVATIVE ADVISORY PARTNERS, LLC",4700 HIXSON PIKE,,HIXSON,TN,37343-4806,4238702140,WWW.FRANKLIN-WEALTH.COM,Norberto Garza,Norberto.Garza@FRANKLIN-WEALTH.COM,156135
"BECKER CAPITAL MANAGEMENT, INC.",1211 SW 5TH AVENUE,SUITE 2185,PORTLAND,OR,97204-3740,5032231720,WWW.BECKERVALUEFUNDS.COM,Lorenzo Salgado,Lorenzo.Salgado@BECKERVALUEFUNDS.COM,110489
"WBH ADVISORY, INC.",1777 REISTERSTOWN ROAD,SUITE 295-B,BALTIMORE,MD,21208-3106,4106537979,WWW.WBHADVISORY.COM,Dennis Robideaux,Dennis.Robideaux@WBHADVISORY.COM,105289
ELMWOOD WEALTH MANAGEMENT,2027 FOURTH STREET,SUITE 203,BERKELEY,CA,94710-1912,5108582722,WWW.ELMWOODWEALTH.COM,Mark Posthuma,Mark.Posthuma@ELMWOODWEALTH.COM,165639
NEWTON ONE ADVISORS,131 CONTINENTAL DRIVE,SUITE 206,NEWARK,DE,19713-0000,3027311326,WWW.NEWTONONEADVISORS.COM,Jose Espinoza,Jose.Espinoza@NEWTONONEADVISORS.COM,147048
"TRANSITIONS WEALTH MANAGEMENT, LLC",8101 E PRENTICE AVENUE,#800,GREENWOOD VILLAGE,CO,80111-2935,3032214867,WWW.TRANSITIONSWM.COM,Steven Diesburg,Steven.Diesburg@TRANSITIONSWM.COM,107812
"CAPITAL ADVANTAGE, INC.",3470 MT DIABLO BLVD. STE A215,,LAFAYETTE,CA,94549-7114,9252991500,WWW.CAPITALADVANTAGE.COM,Kurt Schwebach,Kurt.Schwebach@CAPITALADVANTAGE.COM,108985
EXCALIBUR MANAGEMENT CORP,THREE NEWTON EXECUTIVE PARK,"2223 WASHINGTON STREET, SUITE 202",NEWTON,MA,02462-1433,6179169669,WWW.EXCALMGMT.COM,Patrick Paxton,Patrick.Paxton@EXCALMGMT.COM,110836
STONEBRIDGE CAPITAL ADVISORS LLC,2550 UNIVERSITY AVENUE WEST,SUITE 180-S,ST. PAUL,MN,55114-1017,6512511000,WWW.STONEBRIDGECAP.COM,Daniel Hair,Daniel.Hair@STONEBRIDGECAP.COM,111447
TRINITY FINANCIAL ADVISORS LLC,541 NORTH FAIRBANKS COURT,SUITE 1060,CHICAGO,IL,60611-3319,3122451300,WWW.TFA-LLC.COM,Charles Burrus,Charles.Burrus@TFA-LLC.COM,111681
"KANAWHA CAPITAL MANAGEMENT, LLC",7201 GLEN FOREST DRIVE,SUITE 200,RICHMOND,VA,23226-3759,8043593900,WWW.KANCAP.COM,Richard Salts,Richard.Salts@KANCAP.COM,118458
ROPES WEALTH ADVISORS,PRUDENTIAL TOWER,800 BOYLSTON STREET,BOSTON,MA,02199-3600,6172354260,WWW.ROPESWEALTHADVISORS.COM,Darrell Hartman,Darrell.Hartman@ROPESWEALTHADVISORS.COM,168615
"KOHLHEPP INVESTMENT ADVISORS, LTD.",150 EAST STATE STREET,,DOYLESTOWN,PA,18901-4313,2153405777,WWW.KOHLHEPPADVISORS.COM,John Duhart,John.Duhart@KOHLHEPPADVISORS.COM,113989
"FOCUS FINANCIAL ADVISORS, INC.",6870 ROTE ROAD,SUITE 101,ROCKFORD,IL,61107-2690,8156338844,WWW.FOCUSFINANCIALADVISORS.COM,Charles Stenen,Charles.Stenen@FOCUSFINANCIALADVISORS.COM,105038
SPECTRUM ASSET MANAGEMENT INC,1301 DOVE STREET,SUITE 970,NEWPORT BEACH,CA,92660-2453,9497173400,WWW.MYSPECTRUM.COM,Lanny Rott,Lanny.Rott@MYSPECTRUM.COM,111007
CHILTON CAPITAL MANAGEMENT LLC,1177 WEST LOOP SOUTH,SUITE 1310,HOUSTON,TX,77027-9062,7136501995,WWW.CHILTONCAPITAL.COM,Mark Ohlhauser,Mark.Ohlhauser@CHILTONCAPITAL.COM,104592
ROWLAND CARMICHAEL ADVISORS INC,7272 EAST INDIAN SCHOOL ROAD,SUITE 212,SCOTTSDALE,AZ,85251-3970,4804212660,WWW.ROWLANDCARMICHAEL.COM,Corey Kautzman,Corey.Kautzman@ROWLANDCARMICHAEL.COM,105766
"FINANCIAL MANAGEMENT, INC.",115 N. 50TH AVE.,SUITE B,YAKIMA,WA,98908-2886,5099655654,WWW.FMIWEALTH.NET,Arnold Drummond,Arnold.Drummond@FMIWEALTH.NET,117578
SILVER OAK ADVISORY GROUP,1130 SW MORRISON ST,STE 610,PORTLAND,OR,97205-2217,5032421715,WWW.SILVEROAK.NET,Chris Chavez,Chris.Chavez@SILVEROAK.NET,108298
"MATRIX WEALTH ADVISORS, INC.",831 EAST MOREHEAD STREET,SUITE 760,CHARLOTTE,NC,28202-2731,7043583322,MATRIXWEALTH.COM,Dennis Kelley,Dennis.Kelley@MATRIXWEALTH.COM,109873
COMPASS CAPITAL CORPORATION,50 BRAINTREE HILL OFFICE PARK,SUITE 105,BRAINTREE,MA,02184-8734,7815356083,WWW.COMPASSCAPITAL.CO,Henry Wright,Henry.Wright@COMPASSCAPITAL.CO,112323
NORTH STAR INVESTMENT MANAGEMENT CORPORATION,20 N. WACKER DRIVE,SUITE 1416,CHICAGO,IL,60606-2902,3125800900,WWW.NSINVEST.COM,Don Stone,Don.Stone@NSINVEST.COM,117681
"GASBER FINANCIAL ADVISORS, INC",81 BLUE RAVINE ROAD,SUITE 250,FOLSOM,CA,95630-4157,9169852594,WWW.GASBERFINANCIAL.COM,Dale Benton,Dale.Benton@GASBERFINANCIAL.COM,157329
"SYNERGY FINANCIAL MANAGEMENT, LLC",701 FIFTH AVE SUITE 3520,,SEATTLE,WA,98104-7055,2063865455,WWW.SFMADVISORS.COM,Martin Hernandez,Martin.Hernandez@SFMADVISORS.COM,117201
"BERKSHIRE ASSET MANAGEMENT, LLC",46 PUBLIC SQUARE,SUITE 700,WILKES-BARRE,PA,18701-2609,5708252600,WWW.BERKSHIREASSET.COM/,Allen Goulding,Allen.Goulding@BERKSHIREASSET.COM/,145463
ARVEST WEALTH MANAGEMENT,921 WEST MONROE AVENUE,,LOWELL,AR,72745-1515,4797701825,WWW.ARVEST.COM/WEALTH,Michael Gonzales,Michael.Gonzales@ARVEST.COM/WEALTH,42057
MONEY CONCEPTS ADVISORY SERVICE,11440 NORTH JOG ROAD,,PALM BEACH GARDENS,FL,33418-3764,5614722000,WWW.MONEYCONCEPTS.COM/,Trace Arrants,Trace.Arrants@MONEYCONCEPTS.COM/,12963
"CLIFTONLARSONALLEN WEALTH ADVISORS, LLC",220 SOUTH 6TH STREET,SUITE 300,MINNEAPOLIS,MN,55402-1418,6123764777,WWW.CLACONNECT.COM,Shawn Burke,Shawn.Burke@CLACONNECT.COM,38357
CETERA ADVISOR NETWORKS LLC,200 N. PACIFIC COAST HIGHWAY,SUITE 1300,EL SEGUNDO,CA,90245-5672,3103263100,WWW.CETERAADVISORNETWORKS.COM,Jon Pritchard,Jon.Pritchard@CETERAADVISORNETWORKS.COM,13572
"KFG WEALTH MANAGEMENT, LLC",6910 NORTH MAIN STREET,"BUILDING 16, UNIT 41",GRANGER,IN,46530-8855,5742475898,WWW.KORHORN.COM,Gary Fontaine,Gary.Fontaine@KORHORN.COM,128606
"CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.",1776 PLEASANT PLAIN RD.,,FAIRFIELD,IA,52556-8757,6414725100,WWW.CIR2.COM,Michael Lester,Michael.Lester@CIR2.COM,134139
ICMA RETIREMENT CORPORATION,"777 NORTH CAPITOL STREET NE, SUITE 600",,WASHINGTON,DC,20002-4240,2029624600,WWW.ICMARC.ORG,Bryan Brockus,Bryan.Brockus@ICMARC.ORG,108783
HUNTINGTON FINANCIAL ADVISORS,41 SOUTH HIGH STREET,,COLUMBUS,OH,43215-6101,8003224600,WWW.HUNTINGTON.COM,Refugio Zamora,Refugio.Zamora@HUNTINGTON.COM,16986
"CARDEROCK CAPITAL MANAGEMENT, INC.","2 WISCONSIN CIRCLE, SUITE 600",,CHEVY CHASE,MD,20815-7020,3019515288,WWW.CARDEROCKCAPITAL.COM,Randal White,Randal.White@CARDEROCKCAPITAL.COM,104570
"BUSH O'DONNELL INVESTMENT ADVISORS, INC","353 MARSHALL AVENUE, SUITE M",,ST LOUIS,MO,63119-1864,3147274555,WWW.BUSHODONNELL.COM,Mark Johnson,Mark.Johnson@BUSHODONNELL.COM,104689
PACIFIC INCOME ADVISERS INC,1299 OCEAN AVE STE 210,,SANTA MONICA,CA,90401-1036,3103931424,WWW.PACIFICINCOME.COM,Jason Penzkover,Jason.Penzkover@PACIFICINCOME.COM,104719
FEDERATED INVESTMENT MANAGEMENT COMPANY,FEDERATED INVESTORS TOWER,1001 LIBERTY AVENUE,PITTSBURGH,PA,15222-3779,4122881900,FEDERATEDINVESTORS.COM,Eugene Hettel,Eugene.Hettel@FEDERATEDINVESTORS.COM,105138
"MORLEY CAPITAL MANAGEMENT, INC.",1300 SW FIFTH AVENUE,SUITE 3300,PORTLAND,OR,97201-5602,5034849300,MEMBER.MORLEY.COM/,Manuel Garcia,Manuel.Garcia@MEMBER.MORLEY.COM/,105339
NUTTER INVESTMENT ADVISORS,"SEAPORT WEST, 155 SEAPORT BOULEVARD",,BOSTON,MA,02210-2604,6174392100,WWW.NUTTER.COM/SERVICES-PRACTICES-NUTTER-INVESTMENT-ADVISORS,Ruben Velazquez,Ruben.Velazquez@NUTTER.COM/SERVICES-PRACTICES-NUTTER-INVESTMENT-ADVISORS,105461
"AMERICAN BEACON ADVISORS, INC.","220 EAST LAS COLINAS BLVD., SUITE 1200",,IRVING,TX,75039-5500,8173916100,WWW.AMERICANBEACONADVISORS.COM/,Stanley River,Stanley.River@AMERICANBEACONADVISORS.COM/,105552
SHAPIRO CAPITAL MANAGEMENT LLC,3060 PEACHTREE RD NW,STE 1555,ATLANTA,GA,30305-2236,4048429600,SHAPIROCAPITAL.COM,Antonio Barraza,Antonio.Barraza@SHAPIROCAPITAL.COM,105581
ZPR INVESTMENT MANAGEMENT INC,1642 N VOLUSIA AVE,SUITE 102,ORANGE CITY,FL,32763-3841,3867751177,WWW.ZPRIM.COM/,Shannon Allen,Shannon.Allen@ZPRIM.COM/,105587
LOC INVESTMENT ADVISERS,3981 TEAYS VALLEY RD,,HURRICANE,WV,25526-9080,3047578131,WWW.LANHAMODELL.COM,James Cannon,James.Cannon@LANHAMODELL.COM,105708
KENNEDY CAPITAL MANAGEMENT,10829 OLIVE BLVD,,ST LOUIS,MO,63141-7739,3144320400,WWW.KENNEDYCAPITAL.COM,Reginald Robinson,Reginald.Robinson@KENNEDYCAPITAL.COM,105834
"CREDIT SUISSE ASSET MANAGEMENT, LLC",ONE MADISON AVENUE,,NEW YORK,NY,10010-3629,2123252000,WWW.CREDIT-SUISSE.COM/US/,Michael Sullivan,Michael.Sullivan@CREDIT-SUISSE.COM/US/,106012
CAMPBELL CAPITAL MANAGEMENT INC,9400 S DADELAND BLVD,STE 111,MIAMI,FL,33156-2811,3056703140,WWW.CAMCAP.COM,Rudy Vigil Jr,Rudy.Vigil Jr@CAMCAP.COM,106130
MITCHELL CAPITAL MANAGEMENT CO,11460 TOMAHAWK CREEK PARKWAY,SUITE 410,LEAWOOD,KS,66211-7822,9134283222,WWW.MITCHCAP.COM,Geno Brinkerhoff,Geno.Brinkerhoff@MITCHCAP.COM,106338
"IPSWICH INVESTMENT MANAGEMENT COMPANY, INC",53 S. MAIN STREET,,IPSWICH,MA,01938-2321,9783566333,WWW.IPSWICHINVESTMENT.COM,Isaias Cisneros,Isaias.Cisneros@IPSWICHINVESTMENT.COM,106625
CAMDEN ASSET MANAGEMENT,2029 CENTURY PARK EAST,STE 2010,LOS ANGELES,CA,90067-4007,3107859755,WWW.CAMDENASSETMANAGEMENT.COM,Alex Rodriguez Jr,Alex.Rodriguez Jr@CAMDENASSETMANAGEMENT.COM,106772
STACK FINANCIAL MANAGEMENT INC,"2472 BIRCH GLEN, SUITE A",,WHITEFISH,MT,59937-3349,4068628000,WWW.STACKFINANCIALMANAGEMENT.COM,Nicolas Garcia,Nicolas.Garcia@STACKFINANCIALMANAGEMENT.COM,106785
ROANOKE ASSET MANAGEMENT CORP,HARBORSIDE 5,"185 HUDSON ST., SUITE 1640",JERSEY CITY,NJ,07311-1213,2019851111,WWW.ROANOKEASSET.COM,Louis Falzarano,Louis.Falzarano@ROANOKEASSET.COM,107063
NICHOLS & PRATT ADVISERS LLP,"50 CONGRESS STREET, SUITE 832",,BOSTON,MA,02109-4002,6175236800,WWW.NICHOLS-PRATT.COM,Andrew Romero,Andrew.Romero@NICHOLS-PRATT.COM,107113
HOISINGTON INVESTMENT MANAGEMENT CO,6836 BEE CAVES RD.,BLDG 2 SUITE 100,AUSTIN,TX,78746-5070,5123277200,HOISINGTONMGT.COM,Jose Lujan,Jose.Lujan@HOISINGTONMGT.COM,107710
AIS CAPITAL MANAGEMENT L.P.,187 DANBURY RD,SUITE 201,WILTON,CT,06897-0806,2035631180,WWW.AISGROUP.COM/,Aaron Hahn,Aaron.Hahn@AISGROUP.COM/,107971
"FIRST EAGLE INVESTMENT MANAGEMENT, LLC",1345 AVENUE OF THE AMERICAS,,NEW YORK,NY,10105-0048,2126983300,WWW.FEIM.COM,Jose Gutierrez,Jose.Gutierrez@FEIM.COM,108260
DOLAN MCENIRY CAPITAL MANAGEMENT LLC,"120 NORTH LASALLE STREET, SUITE 1510",,CHICAGO,IL,60602-2457,3123454800,WWW.DOLANMCENIRY.COM,David Garcia,David.Garcia@DOLANMCENIRY.COM,108658
"BOGLE INVESTMENT MANAGEMENT, L.P.",2310 WASHINGTON ST.,SUITE 310,NEWTON LOWER FALLS,MA,02462-1449,7812835000,BOGLEFUNDS.COM,Jaime Dicochea,Jaime.Dicochea@BOGLEFUNDS.COM,108849
VOYA INVESTMENT MANAGEMENT LLC,5780 POWERS FERRY ROAD NW,SUITE 300,ATLANTA,GA,30327-4349,7706904600,WWW.VOYAINVESTMENTS.COM/,Nicanor Martinez,Nicanor.Martinez@VOYAINVESTMENTS.COM/,108934
CHESAPEAKE ASSET MANAGEMENT LLC,ONE ROCKEFELLER PLAZA,SUITE 2321,NEW YORK,NY,10020-2026,2122184040,WWW.CHESMAN.COM,Filemon Pinon,Filemon.Pinon@CHESMAN.COM,108994
ENDEX CAPITAL MANAGMENT LLC,6700 ANTIOCH ROAD,SUITE 420,MERRIAM,KS,66204-1497,9133842720,WWW.ENDEXCAPITAL.COM,Jose Ramirez,Jose.Ramirez@ENDEXCAPITAL.COM,109541
"ARCADIA INVESTMENT ADVISORS, LLC","1028 S. BRIDGEWAY PLACE, SUITE 100",,EAGLE,ID,83616-6095,5032244089,WWW.ARCADIAIA.NET,Albert Gallegos,Albert.Gallegos@ARCADIAIA.NET,109590
